title,label,text,word_count
Influential Node Ranking in Complex Networks Using A Randomized DynamicsSensitive Approach,1,"The analysis of complex networks is a crucial factor in the understanding and exploration of various systems, from social networks to biological and technological systems. In this study, we present a new approach to measure the influential node ranking in such networks using a dynamic-sensitive method. Our proposed method employs a randomized algorithm that not only takes into account the graph topology but also considers the history of the network's evolution to measure node influence. We show that our method is consistent and able to overcome the limitations of the existing methods that are only concerned with the static properties of the network. Furthermore, we demonstrate the effectiveness of our method on a variety of moderate-to-large scale networks, including social networks and biological networks. The proposed approach provides a more accurate representation of the importance of a node in a complex network and can aid in the analysis of these networks. The results also emphasize the importance of the temporal dimension in measuring node importance, particularly in dynamic systems where the structure and behavior of the network are affected by the past and current state. Overall, our study showcases the importance of adopting a dynamic-sensitive approach to investigate influential node ranking in complex networks.",209
"From magnetic order to quantum disorder: a $\mu$SR study of the Zn-barlowite series of $S={\frac{1}{2}}$ kagom\'e antiferromagnets, Zn$_{x}$Cu$_{4-x}$(OH)$_{6}$FBr",0,"We report a comprehensive muon spectroscopy study of the Zn-barlowite series of $S={\frac{1}{2}}$ kagom\'e antiferromagnets, Zn$_x$Cu$_{4-x}$(OH)$_{6}$FBr, for $x=0.00$ to $0.99(1)$. By combining muon spin relaxation and rotation measurements with state-of-the-art density-functional theory muon-site calculations, we observe the formation of both $\mu$--F and $\mu$--OH complexes in Zn-barlowite. From these stopping sites, implanted muon spins reveal the suppression of long-range magnetic order into a possible quantum spin liquid state upon increasing concentration of Zn-substitution. In the parent compound ($x=0$), static long-range magnetic order below $T_{\mathsf{N}}=15$ K manifests itself in the form of spontaneous oscillations in the time-dependent muon asymmetry signal consistent with the dipolar fields expected from the calculated muon stopping sites and the previously determined magnetic structure of barlowite. Meanwhile, in the $x=1.0$ end-member of the series---in which antiferromagnetic kagom\'e layers of Cu$^{2+}$ $S={\frac{1}{2}}$ moments are decoupled by diamagnetic Zn$^{2+}$ ions---we observe that dynamic magnetic moment fluctuations persist down to at least 50 mK, indicative of a quantum disordered ground state. We demonstrate that this crossover from a static to dynamic magnetic ground state occurs for compositions of Zn-barlowite with $x>0.5$, which bears resemblance to dynamical behaviour of the widely studied Zn-paratacamite series that contains the quantum spin liquid candidate herbertsmithite.",249
"From magnetic order to quantum disorder: a $\mu$SR study of the Zn-barlowite series of $S={\frac{1}{2}}$ kagom\'e antiferromagnets, Zn$_{x}$Cu$_{4-x}$(OH)$_{6}$FBr",1,"This paper presents a study of the Zn-barlowite series, a class of kagom\'e antiferromagnets with spin $S = {\frac{1}{2}}$, using muon spin relaxation spectroscopy ($\mu$SR). By systematically substituting Cu ions with Zn ions in Zn$_x$Cu$_{4-x}$(OH)$_6$FBr, the effect on magnetic order and the evolution toward quantum disorder was examined. In the parent compound Cu$_4$(OH)$_6$FBr, long-range order of the spins is observed down to low temperatures, implying the absence of a spin liquid state. Upon Zn substitution, this order is gradually lost, and at higher Zn concentrations, the system exhibits characteristics reminiscent of a quantum spin liquid. Our $\mu$SR results suggest that the substitution of Cu with Zn strongly perturbs the local magnetic environment, and alters the magnetic couplings within the kagom\'e planes. Moreover, we observe a dramatic broadening of the Kubo-Toyabe relaxation function, which indicates the emergence of electronic inhomogeneity and the presence of magnetic fluctuations over a wide range of temperatures. Overall, the observed evolution in magnetic behavior warrants further investigation of the Zn-barlowite series as a candidate for hosting a quantum spin liquid.",195
Organometallic Wires Constructed from Transitional Metals and Anthracene: A Theoretical Study,0,"The properties of organometallic wires [TM2(Ant)] constructed with transitional metals (TM = Sc, Ti, V, Cr, Mn and Fe) and anthracene (Ant) are investigated by first-principles calculations. As the gap between HOMO (Highest Occupied Molecular Orbital) and LUMO (Lowest Unoccupied Molecular Orbital) of Ant is much smaller than that of benzene (Bz), much larger charge transfer (CT) occurs between TMs and Ant, which results in much more diverse magnetic properties in [TM2(Ant)] than in [TM2(Ant)]. Particularly, [V2(Ant)] and [Cr2(Ant)] are found to be half-metallic ferromagnets. As a result of this and the better structural stability, compared with [TM(Bz)], [TM2(Ant)] (like [V2(Ant)] and [Cr2(Ant)]) may be better candidates of spintronic devices.

Furthermore, as the HOMO-LUMO gap of small pieces of graphene (SPG), such as pentacene and coronene, decreases with the increase of polycyclic number, the CT effects may also fit for the TM-SPG sandwich polymers which can also act as good spintronic materials.",164
Organometallic Wires Constructed from Transitional Metals and Anthracene: A Theoretical Study,1,"The development of organometallic wires has been an important area of research in recent years, due to their potential applications in molecular electronics and nanotechnology. In this study, we aimed to investigate the electronic and optical properties of transitional metal-based organometallic wires constructed using anthracene as a bridging ligand. Our theoretical calculations were carried out using a density functional theory approach, and our results highlight the important role that the metal center plays in determining the electronic structure and transport properties of these wires. We found that wires constructed from transition metals with partially occupied d orbitals exhibit strong spin polarization due to the presence of localized magnetic moments. Additionally, our calculations suggest that the use of anthracene as a bridging ligand is advantageous due to the extended pi-conjugation it provides, which leads to enhanced electronic coupling between metal centers. Our findings provide valuable insights into the design and functioning of organometallic wires, which could pave the way for new advances in molecular electronics.",166
"On the interplay between hypergeometric series, Fourier-Legendre expansions and Euler sums",0,"In this work we continue the investigation about the interplay between hypergeometric functions and Fourier-Legendre ($\textrm{FL}$) series expansions. In the section ""Hypergeometric series related to $\pi,\pi^2$ and the lemniscate constant"", through the FL-expansion of $\left[x(1-x)\right]^\mu$ (with $\mu+1\in\frac{1}{4}\mathbb{N}$) we prove that all the hypergeometric series $$ \sum_{n\geq 0}\frac{(-1)^n(4n+1)}{p(n)}\left[\frac{1}{4^n}\binom{2n}{n}\right]^3,\quad \sum_{n\geq 0}\frac{(4n+1)}{p(n)}\left[\frac{1}{4^n}\binom{2n}{n}\right]^4,$$ $$\quad \sum_{n\geq 0}\frac{(4n+1)}{p(n)^2}\left[\frac{1}{4^n}\binom{2n}{n}\right]^4,\; \sum_{n\geq 0}\frac{1}{p(n)}\left[\frac{1}{4^n}\binom{2n}{n}\right]^3,\; \sum_{n\geq 0}\frac{1}{p(n)}\left[\frac{1}{4^n}\binom{2n}{n}\right]^2 $$ return rational multiples of $\frac{1}{\pi},\frac{1}{\pi^2}$ or the lemniscate constant, as soon as $p(x)$ is a polynomial fulfilling suitable symmetry constraints.

Additionally, by computing the FL-expansions of $\frac{\log x}{\sqrt{x}}$ and related functions, we show that in many cases the hypergeometric $\phantom{}_{p+1} F_{p}(\ldots , z)$ function evaluated at $z=\pm 1$ can be converted into a combination of Euler sums. In particular we perform an explicit evaluation of $$ \sum_{n\geq 0}\frac{1}{(2n+1)^2}\left[\frac{1}{4^n}\binom{2n}{n}\right]^2,\quad \sum_{n\geq 0}\frac{1}{(2n+1)^3}\left[\frac{1}{4^n}\binom{2n}{n}\right]^2. $$ In the section ""Twisted hypergeometric series"" we show that the conversion of some $\phantom{}_{p+1} F_{p}(\ldots,\pm 1)$ values into combinations of Euler sums, driven by FL-expansions, applies equally well to some twisted hypergeometric series, i.e. series of the form $\sum_{n\geq 0} a_n b_n$ where $a_n$ is a Stirling number of the first kind and $\sum_{n\geq 0}b_n z^n = \phantom{}_{p+1} F_{p}(\ldots;z)$.",357
"On the interplay between hypergeometric series, Fourier-Legendre expansions and Euler sums",1,"This paper investigates the intricate interplay between hypergeometric series, Fourier-Legendre expansions, and Euler sums, revealing unexpected and fascinating connections between these three prominent areas of mathematical analysis.

Hypergeometric series are a central tool in mathematical analysis and have played a pivotal role in a diverse range of areas, from combinatorics to number theory, and physics to computer science.

Fourier-Legendre expansions, on the other hand, are an essential tool for approximating functions on the interval [-1, 1], and are central to the study of partial differential equations and harmonic analysis. The interplay between hypergeometric series and Fourier-Legendre expansions has been widely studied, leading to numerous connections between these two fields.

Euler sums are a particularly intriguing object in number theory and have been studied for many years. They are defined as the alternating sum of the reciprocals of the kth powers of the integers, and their properties have been extensively studied by mathematicians.

In this paper, we explore the surprising links between these three areas of mathematical analysis. We investigate the role of Euler sums in the evaluation of certain hypergeometric series, and show how Fourier-Legendre expansions can be used to provide alternative proofs of known results in the theory of Euler sums.

Moreover, we present new results on the convergence of certain hypergeometric series, and show how these results can be used to derive new and interesting identities involving Euler sums.

Overall, this paper sheds new light on the deep connections between hypergeometric series, Fourier-Legendre expansions, and Euler sums, revealing a rich and fascinating interplay between these three areas of mathematical analysis.",267
On the kernel of the projection map $T(V)\to S(V)$,0,"If $V$ is a vector space over a field $F$, then we consider the projection from the tensor algebra to the symmetric algebra, $\rho_{T,S}:T(V)\to S(V)$.

Our main result, in $\S$1, gives a description of $\ker\rho_{T,S}$. Explicitly, we consider the ${\mathbb Z}_{\geq 2}$-graded $T(V)$-bimodule $T(V)\otimes\Lambda^2(V)\otimes T(V)$ and we define $M(V)=(T(V)\otimes\Lambda^2(V)\otimes T(V))/W_M(V)$, where $W_M(V)$ is the subbimodule of $T(V)\otimes\Lambda^2(V)\otimes T(V)$ generated by $[x,y]\otimes\xi\otimes z\wedge t-x\wedge y\otimes\xi\otimes [z,t]$, with $x,y,z,t\in V$ and $\xi\in T(V)$. $[x,y\wedge z]+[y,z\wedge x]+[z,x\wedge y]$, with $x,y,z\in V$. (If $\eta\in T(V)$ and $\xi\in T(V)\otimes\Lambda^2(V)\otimes T(V)$ (or vice-versa) then $[\eta,\xi ]:=\eta\otimes\xi -\xi\otimes\eta\in T(V)\otimes\Lambda^2(V)\otimes T(V)$.) Then $M(V)$ is a ${\mathbb Z}_{\geq 2}$-graded $T(V)$-bimodule. If $\eta\in T(V)\otimes\Lambda^2(V)\otimes T(V)$ the we denote by $[\eta ]$ its class in $M(V)$. ${\bf Theorem}$ We have an exact sequence $$0\to M(V)\xrightarrow{\rho_{M,T}}T(V)\xrightarrow{\rho_{T,S}}S(V)\to 0,$$ where $\rho_{M,T}$ is given by $[\eta\otimes x\wedge y\otimes \xi ]\mapsto\eta\otimes [x,y]\otimes\xi$ $\forall x,y\in V$, $\eta,\xi\in T(V)$. In $\S$2 we define the graded algebra $S'(V)=T(V)/W_{S'}(V)$, where $S'(V)\subseteq T(V)$ is the ideal generated by $x\otimes y\otimes z- y\otimes z\otimes x$, $x,y,z\in V$, and we prove that there is a n exact sequence $$0\to\Lambda^{\geq 2}(V)\xrightarrow{\rho_{\Lambda^{\geq 2},S'}}S'(V)\xrightarrow{\rho_{S',S}}S(V)\to 0.$$ When we consider the homogeneous parts of degree $2$ we have $M^2(V)=\Lambda^2(V)$ and $S'^2(V)=T^2(V)$. Then both short exact sequences above become $0\to\Lambda^2(V)\to T^2(V)\to S^2(V)\to 0$ where the first morphism is given by $x\wedge y\mapsto [x,y]=x\otimes y-y\otimes x$, a well known result.",420
On the kernel of the projection map $T(V)\to S(V)$,1,"In this paper, we investigate the kernel of the projection map $T(V)\to S(V)$, where $V$ is a finite-dimensional vector space over a field of characteristic not equal to 2. We show that the kernel is precisely the subspace of $T(V)$ consisting of those tensors which are symmetric in each pair of indices. Moreover, we interpret this result in terms of the geometry of the Grassmannian of $r$-planes in $V$, where $r$ is the rank of the symmetric bilinear form associated to $V$.

Our approach relies on a careful analysis of the eigenvalues of an operator $L: T(V)\to T(V)$ defined by $L(T)=\operatorname{Sym}(T)-\operatorname{Alt}(T)$, where $\operatorname{Sym}$ and $\operatorname{Alt}$ denote the symmetrization and alternation operations, respectively. We use the theory of exterior algebra and linear algebra to show that $L$ is a diagonalizable operator, with eigenvalues $1$ and $-1$ occurring with multiplicity equal to the dimension of the spaces of symmetric and skew-symmetric tensors, respectively. This allows us to derive a decomposition of $T(V)$ into eigenspaces of $L$, which leads to our characterization of the kernel of the projection map.

We then turn to the Grassmannian, which is a geometric object that parametrizes $r$-dimensional subspaces of $V$. We introduce a natural symmetric bilinear form on each tangent space of the Grassmannian, which is induced by the restriction of the bilinear form associated to $V$. It turns out that the rank of this bilinear form is precisely $r$. We show that the kernel of the projection map corresponds to the set of tangent spaces at points in the Grassmannian that correspond to isotropic $r$-planes, that is, planes on which the bilinear form vanishes.

We conclude by discussing the implications of our results for the study of symmetric tensors and their applications in physics and engineering. We also outline some open questions and directions for future research, which include the study of the kernel of other projection maps in tensor algebra, and the investigation of the geometry of the Grassmannian in the presence of more general bilinear forms.",354
Downlink and Uplink Energy Minimization Through User Association and Beamforming in Cloud RAN,0,"The cloud radio access network (C-RAN) concept, in which densely deployed access points (APs) are empowered by cloud computing to cooperatively support mobile users (MUs), to improve mobile data rates, has been recently proposed.

However, the high density of active (""on"") APs results in severe interference and also inefficient energy consumption. Moreover, the growing popularity of highly interactive applications with stringent uplink (UL) requirements, e.g.

network gaming and real-time broadcasting by wireless users, means that the UL transmission is becoming more crucial and requires special attention. Therefore in this paper, we propose a joint downlink (DL) and UL MU-AP association and beamforming design to coordinate interference in the C-RAN for energy minimization, a problem which is shown to be NP hard. Due to the new consideration of UL transmission, it is shown that the two state-of-the-art approaches for finding computationally efficient solutions of joint MU-AP association and beamforming considering only the DL, i.e., group-sparse optimization and relaxed-integer programming, cannot be modified in a straightforward way to solve our problem. Leveraging on the celebrated UL-DL duality result, we show that by establishing a virtual DL transmission for the original UL transmission, the joint DL and UL optimization problem can be converted to an equivalent DL problem in C-RAN with two inter-related subproblems for the original and virtual DL transmissions, respectively. Based on this transformation, two efficient algorithms for joint DL and UL MU-AP association and beamforming design are proposed, whose performances are evaluated and compared with other benchmarking schemes through extensive simulations.",267
Downlink and Uplink Energy Minimization Through User Association and Beamforming in Cloud RAN,1,"Cloud Radio Access Network (C-RAN) is an innovative architecture for wireless communication systems that leverages cloud computing techniques to optimize network performance. A fundamental aspect of C-RAN design is energy efficiency, as it is necessary to reduce energy consumption while maintaining network quality. In this paper, we propose a user association and beamforming methodology to minimize downlink and uplink energy consumption in C-RAN systems.

The proposed approach includes a two-stage optimization process for user association and beamforming. First, a user grouping algorithm is employed to form groups of users that share the same base station (BS) connection. Second, a beamforming optimization method based on the group formation is used to minimize energy consumption. This approach is beneficial as it exploits the spatial domain of the wireless channel to direct the transmission power towards the desired users, thus resulting in reduced energy consumption and improved network performance.

Simulation results show that the proposed methodology outperforms existing approaches in terms of energy efficiency and meets the required network performance. Furthermore, the results demonstrate the effectiveness of the proposed approach in balancing the energy consumption between BSs, reducing the total energy consumption of the network, and increasing the data rate of the users. Our findings indicate that the proposed user association and beamforming methodology is a promising solution for improving energy efficiency in C-RAN systems while maintaining a high-quality network performance.

In conclusion, the proposed approach can significantly contribute to the development of energy-efficient C-RAN systems and enable the implementation of sustainable and cost-effective 5G networks.",262
On the density of states in a free CFT and finite volume corrections,0,Results from spectral geometry such as Weyl's formula can be used to relate the thermodynamic properties of a free massless field to the spatial manifold on which it is defined. We begin by calculating the free energy in two cases: manifolds posessing a boundary and spheres. The subextensive contributions allow us to test the Cardy-Verlinde formula and offer a new perspective on why it only holds in a free theory if one allows for a change in the overall coefficient. After this we derive an expression for the density of states that takes the form of a Taylor series. This series leads to an improvement over known results when the area of the manifold's boundary is nonzero but much less than the appropriate power of its volume.,130
On the density of states in a free CFT and finite volume corrections,1,"This paper investigates the density of states of a free conformal field theory (CFT) and the finite volume corrections associated with such a system. Our approach involves analyzing the spectrum of operators and their correlation functions, utilizing both analytical and numerical methods. We find that the conformal symmetry in free CFT governs the behavior of the density of states, both in the high and low energy regimes. Furthermore, we demonstrate that, in finite volumes, the density of states is corrected by spatial dependence. Specifically, we show that the spectral density oscillations around the central value and their amplitude depend on the system's size and boundary conditions. Our results provide important insights into the properties of conformal field theories and their behavior in finite volumes.",125
Asymptotics of a vanishing period : General existence theorem and basic properties of frescos,0,"In this paper we introduce the word ""fresco"" to denote a \ $[\lambda]-$primitive monogenic geometric (a,b)-module. The study of this ""basic object"" (generalized Brieskorn module with one generator) which corresponds to the minimal filtered (regular) differential equation satisfied by a relative de Rham cohomology class, began in [B.09] where the first structure theorems are proved. Then in [B.10] we introduced the notion of theme which corresponds in the \ $[\lambda]-$primitive case to frescos having a unique Jordan-H{\""o}lder sequence. Themes correspond to asymptotic expansion of a given vanishing period, so to the image of a fresco in the module of asymptotic expansions. For a fixed relative de Rham cohomology class (for instance given by a smooth differential form $d-$closed and $df-$closed) each choice of a vanishing cycle in the spectral eigenspace of the monodromy for the eigenvalue \ $exp(2i\pi.\lambda)$ \ produces a \ $[\lambda]-$primitive theme, which is a quotient of the fresco associated to the given relative de Rham class itself. The first part of this paper shows that, for any \ $[\lambda]-$primitive fresco there exists an unique Jordan-H{\""o}lder sequence (called the principal J-H. sequence) with corresponding quotients giving the opposite of the roots of the Bernstein polynomial in a non decreasing order.

Then we introduce and study the semi-simple part of a given fresco and we characterize the semi-simplicity of a fresco by the fact for any given order of the roots of its Bernstein polynomial we may find a J-H. sequence making them appear with this order. Then, using the parameter associated to a rank \ 2 \ \ $[\lambda]-$primitive theme, we introduce inductiveley a numerical invariant, that we call the \ $\alpha-$invariant, which depends polynomially on the isomorphism class of a fresco (in a sens which has to be defined) and which allows to give an inductive way to produce a sub-quotient rank \ 2 \ theme of a given \ $[\lambda]-$primitive fresco assuming non semi-simplicity. In the last section we prove a general existence result which naturally associate a fresco to any relative de Rham cohomology class of a proper holomorphic function of a complex manifold onto a disc. This is, of course, the motivation for the study of frescos.",378
Asymptotics of a vanishing period : General existence theorem and basic properties of frescos,1,"This paper studies the asymptotic properties of a vanishing period and presents a general existence theorem and basic properties of frescos within this context. Our main result shows the existence of a solution for a particular class of problems involving a vanishing period, and establishes a representation formula for it. The proof relies on a combination of techniques including the theory of periodic homogenization and the method of Fourier analysis.

In addition to the existence theorem, we investigate several basic properties of frescos and prove that they are a useful tool for studying the behavior of solutions near a vanishing period. Specifically, we show that frescos are uniformly bounded and have an asymptotic expansion in powers of the period that vanishes. Moreover, we explore the connection between the asymptotic behavior of frescos and the behavior of solutions of the original problem.

Our analysis has interesting applications in many fields, including elasticity, electromagnetics, heat transfer, and fluid mechanics. Indeed, many problems in these areas can be recast as problems involving a vanishing period, and our results provide a useful framework for their analysis. For instance, we show that the behavior of wave propagation in a heterogeneous medium can be understood in terms of fresco expansions.

To conclude, the main contribution of this paper is the establishment of a general existence theorem for a class of problems involving a vanishing period, and the investigation of basic properties of frescos in this context. Our results have interesting applications and pave the way for further developments in the analysis of problems with a vanishing period.",261
Fundamental limitations for antenna radiation efficiency,0,"Small volume, finite conductivity and high frequencies are major imperatives in the design of communications infrastructure. The radiation efficiency $\eta_r$ impacts on the optimal gain, quality factor, and bandwidth. The current efficiency limit applies to structures confined to a radian sphere $ka$ ($k$ is the wave number, $a$ is the radius). Here we present new absolute limits to $\eta_r$ for arbitrary antenna shapes based on $k^2S$ where $S$ is the conductor surface area. For a dipole with an electrical length of $10^{-5}$ our result is four orders of magnitude closer to the analytical solution when compared with previous bounds on the efficiency. The improved bound on $\eta_r$ is more accurate, more general, and easier to calculate than other limits. The efficiency of an antenna cannot be larger than the case where the surface of the antenna is 'peeled' off and assembled into a planar sheet with area $S$, and a uniform current is excited along the surface of this sheet.",162
Fundamental limitations for antenna radiation efficiency,1,"Antenna radiation efficiency is a critical factor in the design of wireless communication systems. Despite efforts to improve it, limitations in antenna performance exist at fundamental levels. These limitations are related to physical principles such as the conservation of energy and the impedance matching between the antenna and the feeding circuitry. The study of these limitations calls for analytical and numerical methods that allow for the modeling of the antenna’s behavior under different conditions. A comprehensive understanding of the underlying phenomena is necessary to establish design guidelines that optimize the radiation efficiency of the antenna. This article presents a review of the fundamental limitations for antenna radiation efficiency. It covers topics such as the maximum radiation efficiency, the bandwidth efficiency limits, and the trade-off between antenna gain and bandwidth. The insights gained from this study can aid researchers and practitioners in improving the performance of antenna systems.",149
"Noncommutative Maxwell-Chern-Simons theory, duality and a new noncommutative Chern-Simons theory in d=3",0,"Noncommutative Maxwell-Chern-Simons theory in 3-dimensions is defined in terms of star product and noncommutative fields. Seiberg-Witten map is employed to write it in terms of ordinary fields. A parent action is introduced and the dual action is derived. For spatial noncommutativity it is studied up to second order in the noncommutativity parameter \theta. A new noncommutative Chern-Simons action is defined in terms of ordinary fields, inspired by the dual action. Moreover, a transformation between noncommuting and ordinary fields is proposed.",85
"Noncommutative Maxwell-Chern-Simons theory, duality and a new noncommutative Chern-Simons theory in d=3",1,"In this paper, we investigate the noncommutative Maxwell-Chern-Simons theory in three dimensions. We demonstrate the existence of duality between the electric and magnetic sectors and investigate the underlying algebraic structure of the theory. We then introduce a new noncommutative Chern-Simons theory with a different gauge group and demonstrate its relation with the original theory. Our results provide new insights into the interplay between noncommutative geometry and gauge theories, and have potential implications for higher-dimensional field theories.",80
A Multi-technique Study of the Dynamical Evolution of the Viscous Disk around the Be Star {\omega} CMa,0,"There is an increasing body of evidence that suggests that Be disks are well described by the Viscous Decretion Disk (VDD) model according to which the formation and structure of the disk depend on the kinematic viscosity of the gas. However, most observational tests of the VDD to-date were done for systems that do not display strong temporal variability. From this analysis we (1) obtain a realistic physical model of the circumstellar environment; (2) measure the viscosity parameter of the gas, both during the formation and dissipation phases of the disk; (3) obtain a reliable estimate of the stellar mass and angular momentum loss rates during outburst. Our simulations suggests that the VDD model adequately describes the structural evolution of the disk.

Furthermore, our analysis allowed us to determine the viscosity parameter a, as well as the net mass and angular momentum (AM) loss rates. We find that a is variable, ranging from 0.1 to 1.0, not only from cycle to cycle but also within a given cycle. Additionally, build-up phases have larger values of a than the dissipation phases. We also find that, contrary to what is generally assumed, during dissipation the outward AM flux is not necessarily zero, meaning that {\omega} CMa does not experience a true quiescence but, instead, switches between a high AM loss rate state to a low AM loss rate one during which the disk quickly assumes an overall lower density but never zero. We confront the average AM loss rate with predictions from stellar evolution models for fast-rotating stars, and find that our measurements are smaller by more than one order of magnitude. The model developed using the V-band photometry as a constraint was applied to several other observables. Overall, the results of this multi-technique study were very positive, with a good match for multi-band photometry, polarization, and most spectroscopic characteristics.",316
A Multi-technique Study of the Dynamical Evolution of the Viscous Disk around the Be Star {\omega} CMa,1,"This research paper presents a multi-technique study of the dynamical evolution of the viscous disk around the Be star Ω CMa. The disk around Be stars is a well-known phenomenon in astrophysics and is thought to be caused by a rapid rotation of the star, resulting in the ejection of material from its equator.

In this study, we used a combination of spectroscopic, spectropolarimetric, and interferometric observations to explore the properties of the disk around Ω CMa. Our results show that the disk is highly structured and asymmetric, with different regions of the disk exhibiting different physical conditions.

We used the Hα line profiles to probe the disk kinematics and found that the disk is in Keplerian rotation, with a central mass of 13.2 ± 2.0 M⊙. We also found evidence of non-uniform density and velocity structures in the disk, which could be caused by the presence of spiral arms.

Our spectropolarimetric observations revealed the existence of a magnetic field in the disk, which may play an important role in its dynamics and stability. Our interferometric observations provided spatially resolved images of the disk, which showed that it is extended and clumpy, with the clumps likely caused by instabilities in the disk.

Overall, our study provides a comprehensive view of the dynamical evolution of the viscous disk around Ω CMa, revealing its complex and varied structure. This work contributes to our understanding of the physics of Be star disks and provides a valuable resource for future research in this field.",254
Reflection in Seyfert Galaxies and the Unified Model of AGN,0,"We present a deep study of the average hard X-ray spectra of Seyfert galaxies. We analyzed all public INTEGRAL IBIS/ISGRI data available on all the 165 Seyfert galaxies detected at z<0.2. Our final sample consists of 44 Seyfert 1's, 29 Seyfert 1.5's, 78 Seyfert 2's, and 14 Narrow Line Seyfert 1's. We derived the average hard X-ray spectrum of each subsample in the 17-250keV energy range. All classes of Seyfert galaxies show on average the same nuclear continuum, as foreseen by the zeroth order unified model, with a cut-off energy of Ec>200keV, and a photon index of Gamma ~1.8. Compton-thin Seyfert 2's show a reflection component stronger than Seyfert 1's and Seyfert 1.5's. Most of this reflection is due to mildly obscured (10^23 cm^-2 < NH < 10^24 cm^-2) Seyfert 2's, which have a significantly stronger reflection component (R=2.2^{+4.5}_{-1.1}) than Seyfert 1's (R<=0.4), Seyfert 1.5's (R<= 0.4) and lightly obscured (NH < 10^23 cm^-2) Seyfert 2's (R<=0.5). This cannot be explained easily by the unified model. The absorber/reflector in mildly obscured Seyfert 2's might cover a large fraction of the X-ray source, and have clumps of Compton-thick material. The large reflection found in the spectrum of mildly obscured Seyfert 2's reduces the amount of Compton-thick objects needed to explain the peak of the cosmic X-ray background. Our results are consistent with the fraction of Compton-thick sources being ~10%. The spectra of Seyfert 2's with and without polarized broad lines do not show significant differences, the only difference between the two samples being the higher hard X-ray and bolometric luminosity of Seyfert 2's with polarized broad lines. The average hard X-ray spectrum of Narrow line Seyfert 1's is steeper than those of Seyfert 1's and Seyfert 1.5's, probably due to a lower energy of the cutoff.",350
Reflection in Seyfert Galaxies and the Unified Model of AGN,1,"Seyfert galaxies have been extensively studied in recent years to understand the mechanisms behind active galactic nuclei (AGN). AGN are among the brightest and most energetic sources in the universe, and their observed properties provide valuable information about the physical processes that occur in their vicinity. Reflection is a crucial component of AGN physics, as it serves as a probe of the geometry and composition of the accretion disk and the surrounding material. 

In this paper, we investigate the role of reflection in Seyfert galaxies and its relation to the unified model of AGN. The unified model posits that Seyfert galaxies and other AGN share the same underlying physical structure, but the observed differences are due to the orientation of the observer relative to the source. In particular, the model postulates the existence of an optically thick torus that obscures the central engine and the broad-line region from certain viewing angles.

We analyze a sample of Seyfert galaxies with high-quality X-ray spectra obtained by the NuSTAR satellite, which offers unprecedented sensitivity and resolution in the 3-79 keV energy range. By fitting sophisticated reflection models to the data, we determine the properties of the accretion disk and the covering fraction of the torus. We find that the level of reflection varies widely among Seyfert galaxies, with some sources exhibiting strong reflection, while others show little or none. We also discover a connection between the strength of the reflection and the inclination angle of the torus, which supports the unified model. 

Our results have important implications for the nature and evolution of AGN. The diversity of the reflection properties suggests that Seyfert galaxies are not a homogenous population, and that different mechanisms may be responsible for producing the observed emission. Moreover, the correlation between reflection and orientation provides a new constraint on the geometry and properties of the torus. Further studies of larger samples of Seyfert galaxies and multiwavelength observations will help to refine our understanding of AGN physics and the unified model.",335
Near-infrared observations of type Ia supernovae: The best known standard candle for cosmology,0,"We present an analysis of the Hubble diagram for 12 Type Ia supernovae (SNe Ia) observed in the near-infrared J and H bands. We select SNe exclusively from the redshift range 0.03 < z < 0.09 to reduce uncertainties coming from peculiar velocities while remaining in a cosmologically well-understood region. All of the SNe in our sample exhibit no spectral or B-band light-curve peculiarities and lie in the B-band stretch range of 0.8-1.15. Our results suggest that SNe Ia observed in the near-infrared (NIR) are the best known standard candles. We fit previously determined NIR light-curve templates to new high-precision data to derive peak magnitudes and to determine the scatter about the Hubble line.

Photometry of the 12 SNe is presented in the natural system. Using a standard cosmology of (H_0, Omega_m, Lambda) = (70,0.27,0.73) we find a median J-band absolute magnitude of M_J = -18.39 with a scatter of 0.116 and a median H-band absolute magnitude of M_H = -18.36 with a scatter of 0.085. The scatter in the H band is the smallest yet measured. We search for correlations between residuals in the J- and H-band Hubble diagrams and SN properties, such as SN colour, B-band stretch and the projected distance from host-galaxy centre. The only significant correlation is between the J-band Hubble residual and the J-H pseudo-colour. We also examine how the scatter changes when fewer points in the near-infrared are used to constrain the light curve. With a single point in the H band taken anywhere from 10 days before to 15 days after B-band maximum light and a prior on the date of H-band maximum set from the date of B-band maximum, we find that we can measure distances to an accuracy of 6%. The precision of SNe Ia in the NIR provides new opportunities for precision measurements of both the expansion history of the universe and peculiar velocities of nearby galaxies.",345
